experiment,experiment_dir,model,category,gpu_name,auroc,aupr,f1,mean_latency_ms,_report_mtime_ns,_report_size
coldstart_csflow_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_csflow_polymer_sheet_Polymer_sheet,csflow,Polymer_sheet,Tesla T4,1.0,1.0,0.998963730569948,147.23956465019643,1779772952867629000,2525
coldstart_draem_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_draem_polymer_sheet_Polymer_sheet,draem,Polymer_sheet,NVIDIA RTX PRO 6000 Blackwell Server Edition,0.7883817427385892,0.9871300895429272,0.3999999999999999,20.19192580238829,1779776183229312400,2691
coldstart_padim_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_padim_polymer_sheet_Polymer_sheet,padim,Polymer_sheet,Tesla T4,0.9962828492392808,0.9998067617572172,0.9968976215098242,7.805235830035692,1779772929381893700,2593
coldstart_patchcore_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_patchcore_polymer_sheet_Polymer_sheet,patchcore,Polymer_sheet,Tesla T4,1.0,1.0,1.0,278.55618921343114,1779776619735169700,2503
coldstart_rd4ad_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_rd4ad_polymer_sheet_Polymer_sheet,rd4ad,Polymer_sheet,Tesla T4,1.0,1.0,0.998963730569948,64.55493159290545,1779776613599666700,2562
coldstart_stfpm_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_stfpm_polymer_sheet_Polymer_sheet,stfpm,Polymer_sheet,Tesla T4,0.5947441217150761,0.9668755193962046,0.3999999999999999,14.814569575102846,1779776639770360100,2610
coldstart_subspacead_polymer_sheet_Polymer_sheet,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 4\coldstart_subspacead_polymer_sheet_Polymer_sheet,subspacead,Polymer_sheet,Tesla T4,1.0,1.0,0.998963730569948,433.7725813517858,1779772905690689500,2569
