experiment,experiment_dir,model,category,gpu_name,corruption,severity,auroc,aupr,precision,recall,f1,mean_latency_ms,_report_mtime_ns,_report_size
coldstart_padim_polymer_sheet_Polymer_sheet_gaussian_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_gaussian_noise_s3,padim,Polymer_sheet,Tesla T4,gaussian_noise,3,0.894795988934993,0.9942584948708049,1.0,0.558091286307054,0.7163781624500666,7.854976855733202,1779776629527723900,2608
coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s1,padim,Polymer_sheet,Tesla T4,motion_blur,1,0.9999135546334716,0.9999957045780608,0.9938144329896907,1.0,0.9968976215098242,7.843511061261452,1779776625842436000,2603
coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s2,padim,Polymer_sheet,Tesla T4,motion_blur,2,1.0,1.0,0.9938144329896907,1.0,0.9968976215098242,7.849018644252434,1779776584337572100,2546
coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_motion_blur_s3,padim,Polymer_sheet,Tesla T4,motion_blur,3,1.0,1.0,0.9979296066252588,1.0,0.9989637305699481,7.8725317470372485,1779776646672651100,2538
coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s1,padim,Polymer_sheet,Tesla T4,shot_noise,1,0.9986168741355463,0.9999322112008396,1.0,0.9813278008298755,0.9905759162303664,7.848973555338119,1779776595761968000,2600
coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s2,padim,Polymer_sheet,Tesla T4,shot_noise,2,0.9174446749654218,0.9956509314575845,1.0,0.495850622406639,0.6629680998613038,7.880680373520892,1779776642593705100,2599
coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_padim_polymer_sheet_Polymer_sheet_shot_noise_s3,padim,Polymer_sheet,Tesla T4,shot_noise,3,0.7611514522821576,0.985808618027696,1.0,0.37344398340248963,0.5438066465256798,7.849731308301904,1779776605071826200,2601
coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s1,patchcore,Polymer_sheet,NVIDIA RTX PRO 6000 Blackwell Server Edition,gaussian_noise,1,0.9356846473029046,0.9963976267994612,1.0,0.5124481327800829,0.6776406035665294,25.62712666798404,1779827377211716600,2732
coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s2,patchcore,Polymer_sheet,NVIDIA RTX PRO 6000 Blackwell Server Edition,gaussian_noise,2,0.5458160442600277,0.9658054234994282,1.0,0.18672199170124482,0.3146853146853147,25.521393857705636,1779827381217792200,2731
coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 6\coldstart_patchcore_polymer_sheet_Polymer_sheet_gaussian_noise_s3,patchcore,Polymer_sheet,NVIDIA RTX PRO 6000 Blackwell Server Edition,gaussian_noise,3,0.6114280774550485,0.9716905109663293,1.0,0.13692946058091288,0.24087591240875916,25.440352932804537,1779827375855452500,2736
