experiment,experiment_dir,model,category,gpu_name,auroc,aupr,f1,mean_latency_ms,_report_mtime_ns,_report_size
coldstart_padim_real_iad_vcpill,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_vcpill,padim,vcpill,NVIDIA L4,0.6627920629329576,0.7870793511103396,0.0653846153846153,3.553960120569573,1779123338620628400,2560
coldstart_padim_real_iad_wooden_beads,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_wooden_beads,padim,wooden_beads,NVIDIA L4,0.6481481481481481,0.8541060950969648,0.3732590529247911,3.6030005007128674,1779123340234189500,2567
coldstart_padim_real_iad_woodstick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_woodstick,padim,woodstick,NVIDIA L4,0.6162089552238805,0.8217722704124869,0.0,3.4863020898466,1779123339657024400,2513
coldstart_padim_real_iad_zipper,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_zipper,padim,zipper,NVIDIA L4,0.6847960199004974,0.8326649261506138,0.0039920159680638,3.475649352350461,1779123339265936300,2530
coldstart_patchcore_real_iad_audiojack,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_audiojack,patchcore,audiojack,NVIDIA L4,0.7634118719996792,0.8903570919319793,0.4224924012158054,170.60647953097975,1779089397216292900,2572
coldstart_patchcore_real_iad_bottle_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_bottle_cap,patchcore,bottle_cap,NVIDIA L4,0.933942840834964,0.9726581486567564,0.5805555555555556,170.1183205448105,1779089398711120900,2557
coldstart_patchcore_real_iad_button_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_button_battery,patchcore,button_battery,NVIDIA L4,0.8574584350656902,0.9487159215515204,0.6178428761651131,170.61165574431865,1779089397135537100,2571
coldstart_patchcore_real_iad_end_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_end_cap,patchcore,end_cap,NVIDIA L4,0.7892857142857144,0.8863280164028067,0.5580774365821094,170.76123321935864,1779089396124662600,2572
coldstart_patchcore_real_iad_eraser,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_eraser,patchcore,eraser,NVIDIA L4,0.8032129718490083,0.9195657991551308,0.4935437589670015,170.54369770965715,1779089396884917400,2566
coldstart_patchcore_real_iad_fire_hood,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_fire_hood,patchcore,fire_hood,NVIDIA L4,0.7693575771933983,0.902746474822181,0.5,170.3887483375409,1779089397982028300,2557
coldstart_patchcore_real_iad_mint,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_mint,patchcore,mint,NVIDIA L4,0.6305121773606278,0.9731903507515992,0.2222222222222222,170.57616191855368,1779089396079433300,2560
coldstart_patchcore_real_iad_mounts,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_mounts,patchcore,mounts,NVIDIA L4,0.8678913156781953,0.9510443274035276,0.6226415094339622,170.4438231450874,1779089398303107900,2554
coldstart_patchcore_real_iad_pcb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_pcb,patchcore,pcb,NVIDIA L4,0.8876492563901585,0.9487658765971004,0.4753363228699551,170.96308351846997,1779089398941466400,2536
coldstart_patchcore_real_iad_phone_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_phone_battery,patchcore,phone_battery,NVIDIA L4,0.907103825136612,0.9606465101671968,0.5647382920110193,170.71765023570282,1779089398500503400,2587
coldstart_patchcore_real_iad_plastic_nut,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_plastic_nut,patchcore,plastic_nut,NVIDIA L4,0.4455544554455445,0.7219727715396836,0.3774104683195592,170.88354206982248,1779089397026199200,2566
coldstart_patchcore_real_iad_plastic_plug,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_plastic_plug,patchcore,plastic_plug,NVIDIA L4,0.8338100746661059,0.9407135112110252,0.5335235378031383,170.73788265093307,1779089396424717300,2567
coldstart_patchcore_real_iad_porcelain_doll,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_porcelain_doll,patchcore,porcelain_doll,NVIDIA L4,0.7216074240838803,0.8876732100602854,0.3642072213500785,170.90832460866554,1779089396276274100,2588
coldstart_patchcore_real_iad_regulator,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_regulator,patchcore,regulator,NVIDIA L4,0.7747107086187546,0.907559009405864,0.0844036697247706,170.7429801792235,1779089396661257800,2562
coldstart_patchcore_real_iad_rolled_strip_base,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_rolled_strip_base,patchcore,rolled_strip_base,NVIDIA L4,0.9899862459306756,0.9960773715485354,0.9054197662061636,170.88634423512624,1779089397359432600,2590
coldstart_patchcore_real_iad_sim_card_set,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_sim_card_set,patchcore,sim_card_set,NVIDIA L4,0.9613755666905276,0.9826617075539636,0.7721822541966428,170.76864331018638,1779089397800032500,2584
coldstart_patchcore_real_iad_switch,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_switch,patchcore,switch,NVIDIA L4,0.9287524131274132,0.9756984834474716,0.8788198103266597,169.11539207176247,1779123338767068200,2570
coldstart_patchcore_real_iad_tape,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_tape,patchcore,tape,NVIDIA L4,0.8132019230769232,0.9274491844853928,0.5446927374301676,168.69934890972016,1779123341202871400,2553
coldstart_patchcore_real_iad_terminalblock,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_terminalblock,patchcore,terminalblock,NVIDIA A100-SXM4-80GB,0.8875471620944572,0.9627073903970914,0.8072153325817362,75.64718325070272,1779123334310281900,2593
coldstart_patchcore_real_iad_toothbrush,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_toothbrush,patchcore,toothbrush,NVIDIA A100-SXM4-80GB,0.9439380787037038,0.9802873994392636,0.075187969924812,75.84778907275255,1779123333569393000,2561
coldstart_patchcore_real_iad_toy,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_toy,patchcore,toy,NVIDIA A100-SXM4-80GB,0.9303732099231334,0.966964316623201,0.273037542662116,76.0141215758874,1779123334523411800,2555
coldstart_patchcore_real_iad_toy_brick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_toy_brick,patchcore,toy_brick,NVIDIA A100-SXM4-80GB,0.7159494232475598,0.8873326627532246,0.4430769230769231,75.87161186610072,1779123339755911600,2571
coldstart_patchcore_real_iad_transistor1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_transistor1,patchcore,transistor1,NVIDIA A100-SXM4-80GB,0.9045321976768828,0.9571531650037066,0.1971326164874552,75.90400081571651,1779123334244658100,2562
coldstart_patchcore_real_iad_u_block,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_u_block,patchcore,u_block,NVIDIA A100-SXM4-80GB,0.6848571514889075,0.8568416351833179,0.2018018018018018,75.86138958595261,1779123334632041100,2568
coldstart_patchcore_real_iad_usb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_usb,patchcore,usb,NVIDIA A100-SXM4-80GB,0.8530204311454312,0.9477835616306992,0.6562905317769131,76.03761224365931,1779123335257274300,2560
coldstart_patchcore_real_iad_usb_adaptor,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_usb_adaptor,patchcore,usb_adaptor,NVIDIA A100-SXM4-80GB,0.8626320735257041,0.9447338400577456,0.5294117647058824,75.86641278804908,1779123333895451600,2589
coldstart_patchcore_real_iad_vcpill,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_vcpill,patchcore,vcpill,NVIDIA A100-SXM4-80GB,0.5652224961841024,0.793237031952643,0.2035714285714285,76.09479360992786,1779123333619381100,2581
coldstart_patchcore_real_iad_wooden_beads,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_wooden_beads,patchcore,wooden_beads,NVIDIA A100-SXM4-80GB,0.776455961261615,0.9389079079166416,0.4271844660194174,75.78366427675424,1779123333381083500,2590
coldstart_patchcore_real_iad_woodstick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_woodstick,patchcore,woodstick,NVIDIA A100-SXM4-80GB,0.6140099502487563,0.8164697243493674,0.2764505119453925,75.87188078601825,1779123337268770600,2572
coldstart_patchcore_real_iad_zipper,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_patchcore_real_iad_zipper,patchcore,zipper,NVIDIA A100-SXM4-80GB,0.9897910447761196,0.995877442232139,0.6577181208053691,75.75005308701904,1779123336507822700,2547
coldstart_rd4ad_real_iad_audiojack,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_audiojack,rd4ad,audiojack,NVIDIA L4,0.5822651607019372,0.7700011228116704,0.1403508771929824,16.973150557754398,1779011892539564200,2571
coldstart_rd4ad_real_iad_bottle_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_bottle_cap,rd4ad,bottle_cap,NVIDIA L4,0.7721991193737769,0.8720712727339692,0.0420650095602294,16.993987280237246,1779011891309950300,2577
coldstart_rd4ad_real_iad_button_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_button_battery,rd4ad,button_battery,NVIDIA L4,0.9212142351312216,0.9560730166821162,0.0851851851851851,17.04329566571037,1779011892327691200,2566
coldstart_rd4ad_real_iad_end_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_end_cap,rd4ad,end_cap,NVIDIA L4,0.6797020287404902,0.8474756183833803,0.1155234657039711,17.197976512848474,1779011893487712000,2567
coldstart_rd4ad_real_iad_eraser,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_eraser,rd4ad,eraser,NVIDIA L4,0.5987683941138835,0.8123113951959446,0.2370617696160267,17.052841917257656,1779011892206451800,2566
coldstart_rd4ad_real_iad_fire_hood,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_fire_hood,rd4ad,fire_hood,NVIDIA L4,0.6769327963357814,0.8465340685321038,0.2784380305602716,17.11332377446447,1779011893230437200,2571
coldstart_rd4ad_real_iad_mint,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_mint,rd4ad,mint,NVIDIA L4,0.529007201229873,0.9628629776747536,0.1212903225806451,17.012857802873683,1779011893192323700,2563
coldstart_rd4ad_real_iad_mounts,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_mounts,rd4ad,mounts,NVIDIA L4,0.7275123169664368,0.8829030214813032,0.5752330226364847,16.941625409845713,1779011892027485500,2552
coldstart_rd4ad_real_iad_pcb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_pcb,rd4ad,pcb,NVIDIA L4,0.733196249885481,0.851145725782873,0.0719696969696969,17.175701813375728,1779011893356529600,2544
coldstart_rd4ad_real_iad_phone_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_phone_battery,rd4ad,phone_battery,NVIDIA L4,0.4202788259293317,0.7663292390155281,0.2833607907742998,17.104103460007018,1779011892260349800,2579
coldstart_rd4ad_real_iad_plastic_nut,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_plastic_nut,rd4ad,plastic_nut,NVIDIA L4,0.8762970297029703,0.9322721267001802,0.1404805914972273,17.070122488571556,1779011893121227900,2563
coldstart_rd4ad_real_iad_plastic_plug,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_plastic_plug,rd4ad,plastic_plug,NVIDIA L4,0.6855189820170365,0.865656142416678,0.1204379562043795,17.084996689566122,1779011892702704700,2576
coldstart_rd4ad_real_iad_porcelain_doll,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_porcelain_doll,rd4ad,porcelain_doll,NVIDIA L4,0.6588345963999958,0.8646614477286384,0.1982608695652173,16.964441549971525,1779011891925073300,2580
coldstart_rd4ad_real_iad_regulator,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_regulator,rd4ad,regulator,NVIDIA L4,0.5661983822903364,0.7572595346886315,0.0481481481481481,17.06920232221339,1779011891868646300,2572
coldstart_rd4ad_real_iad_rolled_strip_base,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_rolled_strip_base,rd4ad,rolled_strip_base,NVIDIA L4,0.9323378949347424,0.9692287573012608,0.5710344827586207,16.977765736618508,1779011891361063300,2591
coldstart_rd4ad_real_iad_sim_card_set,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_sim_card_set,rd4ad,sim_card_set,NVIDIA L4,0.8763421617752327,0.9509185405473302,0.5365853658536585,17.00029862749093,1779011891483251900,2579
coldstart_rd4ad_real_iad_switch,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_switch,rd4ad,switch,NVIDIA L4,0.7020491473616474,0.8824127219697013,0.4086021505376344,16.98970964226249,1779011892383517300,2554
coldstart_rd4ad_real_iad_tape,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_tape,rd4ad,tape,NVIDIA L4,0.6993750000000001,0.8766023910707914,0.3819875776397515,17.090899847212565,1779011891782637300,2566
coldstart_rd4ad_real_iad_terminalblock,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_terminalblock,rd4ad,terminalblock,NVIDIA L4,0.7295937669348984,0.8723473679217186,0.4386724386724387,17.112519467604805,1779011891665820600,2584
coldstart_rd4ad_real_iad_toothbrush,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_toothbrush,rd4ad,toothbrush,NVIDIA L4,0.775607638888889,0.9096259973344109,0.1615798922800718,17.01092534378051,1779011891422573100,2546
coldstart_rd4ad_real_iad_toy,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_toy,rd4ad,toy,NVIDIA L4,0.6653027985778697,0.8258781840802916,0.0611854684512428,17.09055175318531,1779011893403307600,2559
coldstart_rd4ad_real_iad_toy_brick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_toy_brick,rd4ad,toy_brick,NVIDIA L4,0.6680648544002581,0.8524992436059331,0.0039447731755424,16.93118851848951,1779011892142565200,2559
coldstart_rd4ad_real_iad_transistor1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_transistor1,rd4ad,transistor1,NVIDIA L4,0.4091592576520572,0.7440962358709848,0.02734375,17.105298317124575,1779031138011710000,2567
coldstart_rd4ad_real_iad_u_block,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_u_block,rd4ad,u_block,NVIDIA L4,0.6547164681121036,0.8389701462307044,0.155268022181146,17.04791046990703,1779031151316411700,2551
coldstart_rd4ad_real_iad_usb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_usb,rd4ad,usb,NVIDIA L4,0.6475426319176318,0.825747540103532,0.2996742671009772,17.10258865916817,1779031145928400300,2556
coldstart_rd4ad_real_iad_usb_adaptor,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_usb_adaptor,rd4ad,usb_adaptor,NVIDIA L4,0.654866952396232,0.8692954270162976,0.2730158730158729,16.95097737412774,1779031150557309200,2575
coldstart_rd4ad_real_iad_vcpill,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_vcpill,rd4ad,vcpill,NVIDIA L4,0.8465813471097021,0.910141779844732,0.2461005199306758,17.028617615600112,1779031145753298900,2569
coldstart_rd4ad_real_iad_wooden_beads,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_wooden_beads,rd4ad,wooden_beads,NVIDIA L4,0.7235178641539066,0.9015633749739342,0.2047244094488189,17.0329582182598,1779031138787021700,2579
coldstart_rd4ad_real_iad_woodstick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_woodstick,rd4ad,woodstick,NVIDIA L4,0.7157014925373134,0.8511060269464386,0.0806142034548944,17.048540634804496,1779031146602241400,2541
coldstart_rd4ad_real_iad_zipper,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_rd4ad_real_iad_zipper,rd4ad,zipper,NVIDIA L4,0.8954825870646766,0.9554338573104338,0.6358695652173914,17.0533325292526,1779031142592716900,2551
coldstart_stfpm_real_iad_audiojack,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_audiojack,stfpm,audiojack,NVIDIA L4,0.63793708221004,0.799014417112907,0.0303605313092979,5.9907418112649,1779031138959303800,2540
coldstart_stfpm_real_iad_bottle_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_bottle_cap,stfpm,bottle_cap,NVIDIA L4,0.6592261904761905,0.8247219671765077,0.0494296577946768,5.964016072549083,1779031137873238500,2565
coldstart_stfpm_real_iad_button_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_button_battery,stfpm,button_battery,NVIDIA L4,0.4627791694411855,0.7190815563468841,0.019047619047619,5.890280131437261,1779031147491047700,2560
coldstart_stfpm_real_iad_end_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_end_cap,stfpm,end_cap,NVIDIA L4,0.4918110735418428,0.7496765545072064,0.0337711069418386,5.98375312535785,1779031138600625900,2559
coldstart_stfpm_real_iad_eraser,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_eraser,stfpm,eraser,NVIDIA L4,0.5999180262316058,0.7863813769248005,0.1805792163543441,6.1664520841504,1779031139475823100,2552
coldstart_stfpm_real_iad_fire_hood,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_fire_hood,stfpm,fire_hood,NVIDIA L4,0.5177781726289189,0.7698059632936745,0.2955665024630542,6.135214099297673,1779031147813664600,2564
coldstart_stfpm_real_iad_mint,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_mint,stfpm,mint,NVIDIA L4,0.5525932518812201,0.96322972779701,0.0082079343365253,6.1827452089369785,1779031139667282100,2541
coldstart_stfpm_real_iad_mounts,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_mounts,stfpm,mounts,NVIDIA L4,0.5938302077904198,0.7820071036971115,0.0383141762452107,5.976502497184785,1779031148841039300,2560
coldstart_stfpm_real_iad_pcb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_pcb,stfpm,pcb,NVIDIA L4,0.6225861946109917,0.8053562458196479,0.0078125,6.0894908262115806,1779031146266117500,2543
coldstart_stfpm_real_iad_phone_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_phone_battery,stfpm,phone_battery,NVIDIA L4,0.1546648909746224,0.5921211962506647,0.026615969581749,5.934050931430193,1779031139165810800,2573
coldstart_stfpm_real_iad_plastic_nut,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_plastic_nut,stfpm,plastic_nut,NVIDIA L4,0.485029702970297,0.7209379251977547,0.2499999999999999,6.2171610270576805,1779031151780637500,2538
coldstart_stfpm_real_iad_plastic_plug,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_plastic_plug,stfpm,plastic_plug,NVIDIA L4,0.7185718792722683,0.8562282520934068,0.0077519379844961,6.1638528326224185,1779031147658222100,2557
coldstart_stfpm_real_iad_porcelain_doll,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_porcelain_doll,stfpm,porcelain_doll,NVIDIA L4,0.3698090074092864,0.7150832004193794,0.1428571428571428,6.012440418565218,1779031146152080300,2575
coldstart_stfpm_real_iad_regulator,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_regulator,stfpm,regulator,NVIDIA L4,0.5637795580324316,0.7647515442868403,0.0151802656546489,6.01671754027393,1779031152247829800,2548
coldstart_stfpm_real_iad_rolled_strip_base,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_rolled_strip_base,stfpm,rolled_strip_base,NVIDIA L4,0.7678926588891858,0.9062675793912622,0.4875183553597651,6.128771040850783,1779031147206734900,2578
coldstart_stfpm_real_iad_sim_card_set,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_sim_card_set,stfpm,sim_card_set,NVIDIA L4,0.8751093613298337,0.9514558882440768,0.2391681109185442,6.076687449002704,1779031145534251600,2552
coldstart_stfpm_real_iad_switch,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_switch,stfpm,switch,NVIDIA L4,0.5495897683397684,0.7725255384408383,0.0153256704980842,6.040973526770474,1779031138176690200,2543
coldstart_stfpm_real_iad_tape,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_tape,stfpm,tape,NVIDIA L4,0.5496634615384616,0.7597558700695937,0.0377358490566037,6.094784972210871,1779031146897542500,2537
coldstart_stfpm_real_iad_terminalblock,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_terminalblock,stfpm,terminalblock,NVIDIA L4,0.44830829950614,0.7160142973037142,0.0188679245283018,5.972846109855543,1779031138395130600,2568
coldstart_stfpm_real_iad_toothbrush,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_toothbrush,stfpm,toothbrush,NVIDIA L4,0.7044684193121693,0.8803752958727662,0.2375215146299483,5.998155847362812,1779031151009602100,2542
coldstart_stfpm_real_iad_toy,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_toy,stfpm,toy,NVIDIA L4,0.5231493435557234,0.7430328074254802,0.0078585461689587,5.947187001428645,1779031139038350000,2552
coldstart_stfpm_real_iad_toy_brick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_stfpm_real_iad_toy_brick,stfpm,toy_brick,NVIDIA L4,0.5860994595466644,0.7956451459755342,0.0650095602294455,6.012330178059386,1779031139232914300,2548
