experiment,experiment_dir,model,category,gpu_name,corruption,severity,auroc,aupr,precision,recall,f1,mean_latency_ms,_report_mtime_ns,_report_size
coldstart_csflow_real_iad_audiojack_gaussian_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_gaussian_noise_s1,csflow,audiojack,Tesla T4,gaussian_noise,1,0.7168483050517519,0.8601064008425114,0.8913927320919028,0.4375698525713833,0.578198674046824,164.32006681999653,1779859226667494000,2590
coldstart_csflow_real_iad_audiojack_gaussian_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_gaussian_noise_s2,csflow,audiojack,Tesla T4,gaussian_noise,2,0.7151511354820621,0.8460568856425417,0.8832764709283235,0.4286151294461936,0.5754673611459227,161.75723966867568,1779859226676102200,2596
coldstart_csflow_real_iad_audiojack_gaussian_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_gaussian_noise_s3,csflow,audiojack,Tesla T4,gaussian_noise,3,0.7136191866332325,0.8603383950464921,0.8923615756772223,0.4154584649008243,0.5582448192133999,163.88848421360095,1779859226687537900,2592
coldstart_csflow_real_iad_audiojack_motion_blur_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_motion_blur_s1,csflow,audiojack,Tesla T4,motion_blur,1,0.7258447234842746,0.8684292115473405,0.892632561994085,0.4113353204206572,0.5657706697734677,179.06621395941218,1779859227850888200,2580
coldstart_csflow_real_iad_audiojack_motion_blur_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_motion_blur_s2,csflow,audiojack,Tesla T4,motion_blur,2,0.7303016510755115,0.8793456061716821,0.8960588529856633,0.4435965431069465,0.6051626652145018,174.94993287803698,1779859227861976200,2572
coldstart_csflow_real_iad_audiojack_motion_blur_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_motion_blur_s3,csflow,audiojack,Tesla T4,motion_blur,3,0.7082834671569319,0.8765732951372901,0.8843810938814718,0.4197136707342556,0.582945286622772,178.9393881214258,1779859227870995100,2592
coldstart_csflow_real_iad_audiojack_shot_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_shot_noise_s1,csflow,audiojack,Tesla T4,shot_noise,1,0.7352089434066039,0.880012174246662,0.8982632097829927,0.3835972715816086,0.5332395050784124,147.36036717893643,1779859228933717100,2576
coldstart_csflow_real_iad_audiojack_shot_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_shot_noise_s2,csflow,audiojack,Tesla T4,shot_noise,2,0.737157501689042,0.8694321589873225,0.927595819593392,0.3943307232060687,0.5468969159703135,144.80186080927268,1779859228945151300,2590
coldstart_csflow_real_iad_audiojack_shot_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_audiojack_shot_noise_s3,csflow,audiojack,Tesla T4,shot_noise,3,0.7421383047465592,0.88435565939409,0.9229110679961968,0.3813533842197595,0.5335431576713727,147.4913489634661,1779859228962209900,2588
coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s1,csflow,bottle_cap,Tesla T4,gaussian_noise,1,0.957256256124034,0.9803513783355798,0.999,0.936281788338435,0.956031517164874,152.81639210362815,1779859226696536100,2577
coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s2,csflow,bottle_cap,Tesla T4,gaussian_noise,2,0.9387616469705756,0.9715883001414852,0.999,0.9340125311854476,0.970346944932222,152.86637727764364,1779859226705733000,2579
coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_gaussian_noise_s3,csflow,bottle_cap,Tesla T4,gaussian_noise,3,0.9160285925853212,0.9448650859633398,0.999,0.9262541438819524,0.9476304154598864,147.79714146300222,1779859226714261100,2578
coldstart_csflow_real_iad_bottle_cap_motion_blur_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_motion_blur_s1,csflow,bottle_cap,Tesla T4,motion_blur,1,0.9710272059930896,0.9849213171383914,0.999,0.9202928532089154,0.9430281671910052,166.09177901636434,1779859227879068500,2544
coldstart_csflow_real_iad_bottle_cap_motion_blur_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_motion_blur_s2,csflow,bottle_cap,Tesla T4,motion_blur,2,0.9546981985104448,0.9906287868532626,0.999,0.916417094984142,0.9513117336613032,166.50336108808438,1779859227892151700,2539
coldstart_csflow_real_iad_bottle_cap_motion_blur_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_motion_blur_s3,csflow,bottle_cap,Tesla T4,motion_blur,3,0.9217759776992508,0.9645485103542616,0.9891219381483594,0.9024140846481964,0.9301690121113374,161.59050119214692,1779859227900930500,2583
coldstart_csflow_real_iad_bottle_cap_shot_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_shot_noise_s1,csflow,bottle_cap,Tesla T4,shot_noise,1,0.98515751090195,0.9924708675753036,0.999,0.91807425773924,0.9509674326580158,142.5707222117683,1779859228972464400,2553
coldstart_csflow_real_iad_bottle_cap_shot_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_shot_noise_s2,csflow,bottle_cap,Tesla T4,shot_noise,2,0.97465718861352,0.9875658271177582,0.999,0.9170727895993004,0.94067817356842,141.65274973613734,1779859228983693100,2572
coldstart_csflow_real_iad_bottle_cap_shot_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_bottle_cap_shot_noise_s3,csflow,bottle_cap,Tesla T4,shot_noise,3,0.9447420057633122,0.9715266998608872,0.999,0.920189101654586,0.9468467981972928,138.5486934069272,1779859228992210100,2574
coldstart_csflow_real_iad_button_battery_gaussian_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_gaussian_noise_s1,csflow,button_battery,Tesla T4,gaussian_noise,1,0.8446148567052487,0.9227208075704288,0.999,0.3053522740380168,0.4675270074593718,149.78386016679443,1779859226725135400,2580
coldstart_csflow_real_iad_button_battery_gaussian_noise_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_gaussian_noise_s2,csflow,button_battery,Tesla T4,gaussian_noise,2,0.8269261371440665,0.9127451867687956,0.992243533716474,0.291277920570022,0.4537054246365566,152.57103283794677,1779859226746471400,2596
coldstart_csflow_real_iad_button_battery_gaussian_noise_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_gaussian_noise_s3,csflow,button_battery,Tesla T4,gaussian_noise,3,0.8048949779781843,0.9166679445569784,0.987292347494152,0.2917720013611049,0.4510442091852936,153.22146188788696,1779859226755030900,2589
coldstart_csflow_real_iad_button_battery_motion_blur_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_motion_blur_s1,csflow,button_battery,Tesla T4,motion_blur,1,0.8608126883781831,0.9412670990880982,0.999,0.2832177220970041,0.4425773495897526,162.61588020567825,1779859227910018700,2556
coldstart_csflow_real_iad_button_battery_motion_blur_s2,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_motion_blur_s2,csflow,button_battery,Tesla T4,motion_blur,2,0.8286364062442747,0.9419511960880296,0.999,0.2711530588243134,0.430449113765793,163.51328382264575,1779859227916941100,2561
coldstart_csflow_real_iad_button_battery_motion_blur_s3,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_motion_blur_s3,csflow,button_battery,Tesla T4,motion_blur,3,0.8243331447337118,0.9176319587627124,0.999,0.2358596324329308,0.3870956599516924,163.87831247214598,1779859227927029300,2573
coldstart_csflow_real_iad_button_battery_shot_noise_s1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 5\coldstart_csflow_real_iad_button_battery_shot_noise_s1,csflow,button_battery,Tesla T4,shot_noise,1,0.8572353311995649,0.9321652854303512,0.9985404839329612,0.2817271984324823,0.4405534248550123,140.52793907024207,1779859229023233900,2573
