experiment,experiment_dir,model,category,gpu_name,auroc,aupr,global_auroc,precision,recall,f1,accuracy,mean_latency_ms,throughput_fps,threshold_value,warmup_frames,calibration_frames,streaming_frames,mean_score_ok,mean_score_ng,_report_mtime_ns,_report_size,_frames_mtime_ns,_frames_size
coldstart_csflow_real_iad_terminalblock,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_terminalblock,csflow,terminalblock,NVIDIA L4,0.630402552121144,0.8532283677614644,0.6318953793928488,1.0,0.1051625239005736,0.1903114186851211,0.3408450704225352,85.12414819013838,9.2411814197362,3.951796293258667,200,100,710,3.788072526136184,3.830968236376177,1779011892830157900,2545,1779011892839979500,225418
coldstart_csflow_real_iad_toothbrush,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_toothbrush,csflow,toothbrush,NVIDIA L4,0.9075004133597884,0.9681758364254214,0.9028191137566136,0.994186046511628,0.333984375,0.5,0.5121255349500713,86.56880213124695,8.845781895551283,4.429842948913574,200,100,701,4.029688649707371,4.346842133440077,1779011890623166100,2533,1779011890707188600,219978
coldstart_csflow_real_iad_toy,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_toy,csflow,toy,NVIDIA L4,0.7304208790990525,0.8862430916058732,0.7077631239199952,1.0,0.0415019762845849,0.079696394686907,0.3120567375886525,85.42447538011854,9.075731230403353,4.055028915405273,200,100,705,3.822639038814372,3.88076929094292,1779011890369028100,2527,1779011890388754300,214154
coldstart_csflow_real_iad_toy_brick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_toy_brick,csflow,toy_brick,NVIDIA L4,0.6755263370170203,0.8404923143571219,0.6753549245785271,0.9803921568627452,0.0988142292490118,0.1795332136445242,0.349002849002849,86.54626635899328,8.571341576393158,4.630743980407715,200,100,702,4.0038334459674605,4.187211002756956,1779011889097945400,2552,1779011889143599600,219283
coldstart_csflow_real_iad_transistor1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_transistor1,csflow,transistor1,NVIDIA L4,0.7170277825433188,0.8618045185141187,0.6943920234935564,0.9523809523809524,0.0795228628230616,0.146788990825688,0.3357142857142857,85.42574546854406,9.106317570730164,4.109034538269043,200,100,700,3.844517886941203,3.937271650458425,1779011889349212200,2557,1779011889375584700,220969
coldstart_csflow_real_iad_u_block,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_u_block,csflow,u_block,NVIDIA L4,0.5959960121247521,0.8176172091453232,0.5880756487850072,1.0,0.0621242484969939,0.1169811320754717,0.329512893982808,86.38948344270132,8.877904745589543,4.233631610870361,200,100,698,3.987919283871675,4.027939307187984,1779011889639186300,2535,1779011889649604900,216390
coldstart_csflow_real_iad_usb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_usb,csflow,usb,NVIDIA L4,0.7357173021235521,0.8851268673938926,0.6636653394465895,0.9726027397260274,0.137065637065637,0.2402707275803722,0.3676056338028169,87.14202612675597,8.891243913638291,3.882321834564209,200,100,710,3.755107077459494,3.805417990592456,1779011892884309400,2541,1779011892921250900,215301
coldstart_csflow_real_iad_usb_adaptor,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_usb_adaptor,csflow,usb_adaptor,NVIDIA L4,0.6608374779399968,0.8801217900687006,0.645200660081135,0.9805825242718448,0.1863468634686347,0.3131782945736434,0.3698435277382645,86.43357617640419,8.410833541241232,4.117534637451172,200,100,703,3.9667301622236737,4.027052803233101,1779011890773277800,2558,1779011890742313700,221660
coldstart_csflow_real_iad_vcpill,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_vcpill,csflow,vcpill,NVIDIA L4,0.6097510860631677,0.8261703013815629,0.6088656021290751,1.0,0.0998003992015968,0.1814882032667876,0.3602836879432624,86.04430746668992,8.851326787853264,4.426489353179932,200,100,705,3.971634948954863,4.076613221577779,1779011889590564900,2533,1779011889571380000,216999
coldstart_csflow_real_iad_wooden_beads,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_wooden_beads,csflow,wooden_beads,NVIDIA L4,0.7382541552152859,0.92835879882688,0.7337521266849889,1.0,0.2031802120141342,0.3377386196769456,0.3566333808844508,85.73532717690641,8.852294971946463,4.178218841552734,200,100,701,3.882632160186768,4.026501401574367,1779011889516239500,2544,1779011889507774500,222277
coldstart_csflow_real_iad_woodstick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_woodstick,csflow,woodstick,Tesla T4,0.744239885348914,0.8805225676169193,0.7210891853158417,0.9,0.4003868471953578,0.5542168674698795,0.5309859154929577,140.2924954858873,6.100422390467669,3.848443031311035,200,100,710,3.775896186038002,3.852220318995316,1779134003210064100,2539,1779134003231082100,222540
coldstart_csflow_real_iad_zipper,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_csflow_real_iad_zipper,csflow,zipper,Tesla T4,0.744239885348914,0.8805225676169193,0.7210891853158417,0.9,0.4003868471953578,0.5542168674698795,0.5309859154929577,139.73747329577057,6.124218513718472,3.848443746566773,200,100,710,3.7758961810966847,3.8522203360581537,1779134003081132300,2535,1779134003121029200,223267
coldstart_draem_real_iad_audiojack,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_audiojack,draem,audiojack,NVIDIA A100-SXM4-80GB,0.6434742085166515,0.8160373716890218,0.5725087942594281,0.9545454545454546,0.0406189555125725,0.0779220779220779,0.3,29.828635630986057,18.30349555303262,0.7093636989593506,200,100,710,0.7011861588053135,0.702765613967261,1779130045145049000,2553,1779130045145049000,223552
coldstart_draem_real_iad_bottle_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_bottle_cap,draem,bottle_cap,NVIDIA A100-SXM4-80GB,0.2831508887801696,0.6329639723261397,0.348601598173516,0.9473684210526316,0.035225048923679,0.0679245283018867,0.2972972972972973,29.85286183641573,17.976302781050773,0.7790528535842896,200,100,703,0.7701226041341821,0.7677007569492214,1779130044515525000,2573,1779130044528717400,222424
coldstart_draem_real_iad_button_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_button_battery,draem,button_battery,NVIDIA A100-SXM4-80GB,0.4376235321474246,0.7044731746456878,0.431672849880035,0.65,0.0502901353965183,0.0933572710951525,0.2785714285714286,29.84360192428768,17.93760942544898,0.7203807830810547,200,100,700,0.7118173179730691,0.710268091417604,1779130044608525900,2567,1779130044595406500,225697
coldstart_draem_real_iad_end_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_end_cap,draem,end_cap,NVIDIA A100-SXM4-80GB,0.4642540152155537,0.760745248984146,0.4743026204564666,1.0,0.0192307692307692,0.0377358490566037,0.2735042735042735,29.85963805413216,17.803390456892785,0.7796698808670044,200,100,702,0.7606724592355582,0.7607728806825784,1779130045177748000,2552,1779130045187278300,219180
coldstart_draem_real_iad_eraser,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_eraser,draem,eraser,NVIDIA A100-SXM4-80GB,0.568757997440819,0.8003628534597911,0.5559720889315419,1.0,0.0230326295585412,0.0450281425891182,0.2861150070126227,29.79831390883963,18.41590803871171,0.6354348659515381,200,100,713,0.610233802969257,0.6121292674838925,1779130044863494100,2544,1779130044873767100,220685
coldstart_draem_real_iad_fire_hood,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_fire_hood,draem,fire_hood,NVIDIA A100-SXM4-80GB,0.7634150675195451,0.8818753589686767,0.6606945431572298,1.0,0.0119047619047619,0.0235294117647058,0.2936170212765957,29.85062957872194,16.899697527554892,0.731417715549469,200,100,705,0.7064564761830799,0.7121634382813696,1779130044673170100,2551,1779130044684225200,221104
coldstart_draem_real_iad_mint,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_mint,draem,mint,NVIDIA A100-SXM4-80GB,0.47629258030585,0.9609740154496492,0.5399910996035278,1.0,0.0371389270976616,0.0716180371352785,0.0801576872536136,29.808913366623297,17.06578400737016,0.7388928532600403,200,100,761,0.6922514911960153,0.6962619141010667,1779130045011564400,2544,1779130044995371400,229998
coldstart_draem_real_iad_mounts,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_mounts,draem,mounts,NVIDIA A100-SXM4-80GB,0.6128342298577033,0.8161686909613188,0.5404812713272822,0.9761904761904762,0.0802348336594911,0.1482820976491862,0.3366197183098591,29.84457746197129,18.11954946151654,0.8512972593307495,200,100,710,0.8459305697350047,0.8472769370051046,1779130045060442500,2562,1779130045071957200,219937
coldstart_draem_real_iad_pcb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_pcb,draem,pcb,NVIDIA A100-SXM4-80GB,0.40587558659161,0.6759387401557475,0.4870822602481753,0.6,0.0176817288801571,0.0343511450381679,0.2792022792022792,29.808857733615227,17.838313503987667,0.8218367099761963,200,100,702,0.8176787646940953,0.8169731271758763,1779130045594908700,2540,1779130045606015500,215143
coldstart_draem_real_iad_phone_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_phone_battery,draem,phone_battery,NVIDIA A100-SXM4-80GB,0.2857278751942163,0.7153719526253175,0.2721300905814334,0.9452054794520548,0.1334622823984526,0.2338983050847458,0.3542857142857142,29.842727568570485,16.433489143255212,0.7963486313819885,200,100,700,0.7854018247192674,0.7443861727327166,1779130046068153600,2579,1779130046054995400,224720
coldstart_draem_real_iad_plastic_nut,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_plastic_nut,draem,plastic_nut,NVIDIA A100-SXM4-80GB,0.4437178217821782,0.6898790581509006,0.5047079207920792,0.7619047619047619,0.032,0.0614203454894433,0.3034188034188034,29.80972219088398,17.380152487192614,0.7046697735786438,200,100,702,0.7020178151012647,0.7018430018424988,1779130045690375400,2558,1779130045682902200,223150
coldstart_draem_real_iad_plastic_plug,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_plastic_plug,draem,plastic_plug,NVIDIA A100-SXM4-80GB,0.5078346829319591,0.8132967138642191,0.5236512777368808,0.9583333333333334,0.0447470817120622,0.0855018587360594,0.296137339055794,29.81641539342057,17.38423714126477,0.5441208481788635,200,100,699,0.5407991373861158,0.5412173514700122,1779130045974141200,2573,1779130045963489300,223465
coldstart_draem_real_iad_porcelain_doll,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_porcelain_doll,draem,porcelain_doll,NVIDIA A100-SXM4-80GB,0.6562661846931117,0.8598891810541338,0.6397089133398864,1.0,0.0406189555125725,0.0780669144981412,0.2914285714285714,29.82271647286065,17.39917280102996,0.7148380875587463,200,100,700,0.6844019938687809,0.6901357899090308,1779130045881878700,2562,1779130045872050400,225719
coldstart_draem_real_iad_regulator,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_regulator,draem,regulator,NVIDIA A100-SXM4-80GB,0.5166221603003212,0.7414157696394524,0.5059019311892875,0.8888888888888888,0.0153256704980842,0.0301318267419962,0.2847222222222222,29.85876769861496,18.10717065473768,0.8210217952728271,200,100,720,0.8147780750737046,0.8149176762935302,1779130045216162100,2568,1779130045227325600,225288
coldstart_draem_real_iad_rolled_strip_base,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_rolled_strip_base,draem,rolled_strip_base,NVIDIA A100-SXM4-80GB,0.4136857937285402,0.6824439519550252,0.4496838543058153,0.7777777777777778,0.0136452241715399,0.0268199233716475,0.2845070422535211,29.81279271689281,17.07368397532807,0.7426134943962097,200,100,710,0.7330151336447237,0.7317975413264819,1779130044940456000,2584,1779130044908625700,231052
coldstart_draem_real_iad_sim_card_set,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_sim_card_set,draem,sim_card_set,NVIDIA A100-SXM4-80GB,0.0595720989421776,0.5470885895842996,0.4330708661417323,1.0,0.0137795275590551,0.0271844660194174,0.2903682719546742,29.800973889509947,16.235228320051643,0.5941255688667297,200,100,706,0.5779086194857203,0.5764572013785519,1779130045113439500,2562,1779130045104419700,225091
coldstart_draem_real_iad_switch,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_switch,draem,switch,NVIDIA A100-SXM4-80GB,0.6676469996782497,0.8396770905657107,0.6214506917631918,1.0,0.0482625482625482,0.0920810313075506,0.3056338028169014,29.804030036625527,18.09548169933131,0.8045404553413391,200,100,710,0.7998638938491544,0.8007731123550518,1779130044556300300,2547,1779130044567010400,219979
coldstart_draem_real_iad_tape,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_tape,draem,tape,NVIDIA A100-SXM4-80GB,0.6753317307692308,0.8456513038742783,0.536923076923077,0.9743589743589745,0.073076923076923,0.1359570661896243,0.3291666666666666,29.8557875486242,18.57646400097472,0.9064164757728576,200,100,720,0.9023945108056068,0.9034905928831836,1779130045395278100,2559,1779130045418973200,220200
coldstart_draem_real_iad_terminalblock,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_terminalblock,draem,terminalblock,NVIDIA A100-SXM4-80GB,0.4701383421437408,0.7295000456466774,0.4622345374791669,0.7272727272727273,0.0152963671128107,0.0299625468164794,0.2704225352112676,29.792042870420914,18.54740732111311,0.8009507656097412,200,100,710,0.7919122219723176,0.791689428726984,1779130044634231000,2579,1779130044643402800,227053
coldstart_draem_real_iad_toothbrush,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_toothbrush,draem,toothbrush,NVIDIA A100-SXM4-80GB,0.7632791832010581,0.906104299476472,0.7086898561507936,0.9746835443037974,0.30078125,0.4597014925373134,0.4835948644793152,29.80925836234191,17.446180771329914,0.7322723269462585,200,100,701,0.7189133716008019,0.7290317800361663,1779130045287725400,2563,1779130045297472800,221926
coldstart_draem_real_iad_toy,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_toy,draem,toy,NVIDIA A100-SXM4-80GB,0.5628041392734424,0.775734884260557,0.5562396965062466,0.5,0.0039525691699604,0.0078431372549019,0.2822695035460993,29.84748686100204,18.071667248526406,0.6959913372993469,200,100,705,0.6635095012846903,0.6654438868812893,1779130044727167700,2541,1779130044715086400,215796
coldstart_draem_real_iad_toy_brick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_toy_brick,draem,toy_brick,NVIDIA A100-SXM4-80GB,0.4975901427764782,0.7385874629588216,0.5215525933693635,0.8666666666666667,0.025691699604743,0.0499040307101727,0.2948717948717949,29.83882299856869,16.36552391891341,0.8330691456794739,200,100,702,0.8093945730705651,0.8099015035883711,1779130045518965500,2569,1779130045505602500,221111
coldstart_draem_real_iad_transistor1,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_transistor1,draem,transistor1,NVIDIA A100-SXM4-80GB,0.5615494848169864,0.778066305620143,0.5570132504465592,0.95,0.0377733598409542,0.0726577437858508,0.3071428571428571,29.84646306428333,18.088351589643977,0.7295515537261963,200,100,700,0.7209213336712212,0.7217331941037718,1779130045645255800,2558,1779130045639471800,222670
coldstart_draem_real_iad_u_block,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_u_block,draem,u_block,NVIDIA A100-SXM4-80GB,0.4491445201961712,0.6851291369266891,0.4623619097491465,0.5294117647058824,0.0180360721442885,0.0348837209302325,0.2865329512893982,29.83876866190461,17.405509802068117,0.6726028919219971,200,100,698,0.6623406730704571,0.6614833382184138,1779130044967013800,2571,1779130044975178600,218239
coldstart_draem_real_iad_usb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_usb,draem,usb,NVIDIA A100-SXM4-80GB,0.0417672136422136,0.5215646496093956,0.276061776061776,0.0,0.0,0.0,0.2591549295774648,29.84631816479136,18.26536178095442,0.8079935908317566,200,100,710,0.8046385993560156,0.8007245799059113,1779130045770024100,2510,1779130045784288100,216947
coldstart_draem_real_iad_usb_adaptor,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_usb_adaptor,draem,usb_adaptor,NVIDIA A100-SXM4-80GB,0.3203914647842131,0.6917364644946681,0.4965907267768329,1.0,0.003690036900369,0.0073529411764705,0.2318634423897581,29.84442253769124,16.468919328063876,0.6894865036010742,200,100,703,0.6816815608036444,0.6808656360610384,1779130045446975100,2559,1779130045468010800,223458
coldstart_draem_real_iad_vcpill,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_vcpill,draem,vcpill,NVIDIA A100-SXM4-80GB,0.285321513835075,0.6650124596258389,0.3803618253688701,1.0,0.0439121756487025,0.0841300191204589,0.3205673758865248,29.81155027801504,16.991975036465178,0.6780884861946106,200,100,705,0.6648696120463166,0.6631619911231919,1779130044755289300,2548,1779130044766117200,218801
coldstart_draem_real_iad_wooden_beads,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_wooden_beads,draem,wooden_beads,NVIDIA A100-SXM4-80GB,0.5594163067661302,0.8557401676139964,0.5184988875801597,0.9375,0.0795053003533568,0.1465798045602606,0.2524964336661912,29.84629780458141,17.388965815682415,0.7040653824806213,200,100,701,0.6978717746558013,0.6988741439559856,1779130045266073900,2562,1779130045258547100,224115
coldstart_draem_real_iad_woodstick,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_woodstick,draem,woodstick,NVIDIA A100-SXM4-80GB,0.3257213930348259,0.6091247129077283,0.4145174129353234,0.0,0.0,0.0,0.2867332382310984,29.849868975732523,16.465955819762762,0.628446638584137,200,100,701,0.62252512084904,0.621577936410904,1779130045724098900,2517,1779130045735704300,220202
coldstart_draem_real_iad_zipper,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_draem_real_iad_zipper,draem,zipper,NVIDIA A100-SXM4-80GB,0.4745074626865672,0.705397293271702,0.502049751243781,1.0,0.002,0.0039920159680638,0.2881597717546362,29.819058328080825,16.74627934545227,0.8885236978530884,200,100,701,0.879077980174354,0.878969319820404,1779130045834153200,2532,1779130045824103900,217889
coldstart_padim_real_iad_audiojack,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_audiojack,padim,audiojack,NVIDIA L4,0.4684458965133643,0.730786716237403,0.5037532195508163,0.7061855670103093,0.264990328820116,0.3853727144866385,0.3845070422535211,3.597651690136406,32.27910915045452,147.5518798828125,200,100,710,119.99382974693812,117.08750892653916,1779123341901740000,2563,1779123341890741100,222219
coldstart_padim_real_iad_bottle_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_bottle_cap,padim,bottle_cap,NVIDIA L4,0.6214938030006523,0.7738474516689171,0.5594677511415526,0.5,0.0019569471624266,0.0038986354775828,0.2731152204836415,3.5279778975800866,32.07876380374134,166.12452697753906,200,100,703,92.05066575606664,96.7253414124192,1779123341390095800,2552,1779123341368886600,221748
coldstart_padim_real_iad_button_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_button_battery,padim,button_battery,NVIDIA L4,0.7793808330955175,0.8908826757135333,0.7430161397723309,0.8,0.0154738878143133,0.0303605313092979,0.27,3.4891354585696326,32.75197933686225,136.32044982910156,200,100,700,55.918344883319456,78.07575183772488,1779123341690823800,2545,1779123341670284000,224977
coldstart_padim_real_iad_end_cap,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_end_cap,padim,end_cap,NVIDIA L4,0.6869611158072695,0.8222885078692042,0.6740912933220625,0.6875,0.0423076923076923,0.0797101449275362,0.2763532763532763,3.495011500000312,31.582345002211035,139.95147705078125,200,100,702,50.17839432810689,64.30832063601567,1779123334823369200,2549,1779123334809454800,218555
coldstart_padim_real_iad_eraser,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_eraser,padim,eraser,NVIDIA L4,0.766844609724888,0.880600986580679,0.6822866682661548,0.8918918918918919,0.0633397312859884,0.1182795698924731,0.3099579242636746,3.546455321173729,33.35794091556576,153.2005615234375,200,100,713,90.2632203300794,118.42099201839396,1779123335683944400,2554,1779123335664486300,219387
coldstart_padim_real_iad_fire_hood,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_fire_hood,padim,fire_hood,NVIDIA L4,0.7036543473110637,0.8745332590329099,0.7884733080628603,0.986206896551724,0.2837301587301587,0.4406779661016949,0.4851063829787234,3.63636308368749,26.5483206968986,108.12062072753906,200,100,705,66.9883072601622,93.56914170204648,1779123337529817400,2563,1779123337443519700,220990
coldstart_padim_real_iad_mint,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_mint,padim,mint,NVIDIA L4,0.376810421555142,0.939872277684744,0.3655635569220811,0.9722222222222222,0.0481430536451169,0.091743119266055,0.0893561103810775,3.591248517739147,28.45118830043404,122.17424774169922,200,100,761,71.03577187482048,59.627436639190215,1779123335818364900,2555,1779123335884739400,229244
coldstart_padim_real_iad_mounts,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_mounts,padim,mounts,NVIDIA L4,0.7005772502433891,0.8721778585880385,0.6569786309236987,0.9838709677419356,0.2387475538160469,0.384251968503937,0.4492957746478873,3.5801748140889864,32.73522289353711,123.43543243408205,200,100,710,77.70261002545381,102.90202875006688,1779123339047189400,2558,1779123339084781700,219462
coldstart_padim_real_iad_pcb,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_pcb,padim,pcb,NVIDIA L4,0.7231898368231928,0.8413054548406742,0.6972780113399228,1.0,0.0196463654223968,0.0385356454720616,0.2891737891737891,3.5217496367536074,31.652185199774525,207.8433074951172,200,100,702,87.63055022639932,112.43218872355104,1779123339618008000,2538,1779123339608014400,213770
coldstart_padim_real_iad_phone_battery,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_phone_battery,padim,phone_battery,NVIDIA L4,0.5989472682880427,0.8436229154695707,0.5835843612264958,1.0,0.0154738878143133,0.0304761904761904,0.2728571428571428,3.492352462852588,29.66191038851693,200.2038726806641,200,100,700,58.82231162024326,81.27118478476194,1779123338557806100,2556,1779123338544461800,224148
coldstart_padim_real_iad_plastic_nut,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_plastic_nut,padim,plastic_nut,NVIDIA L4,0.4379702970297029,0.6777506483917788,0.5868514851485148,0.825,0.066,0.1222222222222222,0.3247863247863248,3.578019514249,30.04396528597677,164.0594940185547,200,100,702,118.78421870316608,119.64014625549316,1779123333769281700,2535,1779123333760281300,222034
coldstart_padim_real_iad_plastic_plug,C:\Users\Usuario\Desktop\Thesis\Pipeline\Real-time-visual-defect-detection\data\outputs\Experiment 3\coldstart_padim_real_iad_plastic_plug,padim,plastic_plug,NVIDIA L4,0.6689872752129562,0.8367378246786252,0.6630034703964665,0.8717948717948718,0.1322957198443579,0.2297297297297297,0.3476394849785407,3.5527727210294966,29.644415229147945,103.70098876953124,200,100,699,55.50373150593526,68.55375123673376,1779123334702666000,2571,1779123334721385000,222786
